P48347	AT1G22300
Q9S714	AT2G20260
Q9SHE8	AT1G31330
Q9S7N7	AT1G55670
Q9SUI7	AT3G16140
Q9SUI6	AT1G52230
P56768	ATCG00510
P56769	ATCG00630
Q9SUI5	AT1G30380
Q9SUI4	AT4G12800
P49107	AT5G64040
P42742	AT3G60820
Q8W0Y8	AT4G28660
O23714	AT3G22630
O24633	AT4G14800
Q9XI05	AT1G21720
O81153	AT1G77440
Q7DLR9	AT1G56450
O23717	AT1G13060
Q9LIP2	AT3G26340
Q8LD27	AT4G31300
O23710	AT3G27430
Q7DLS1	AT5G40580
P83755	ATCG00020
P56777	ATCG00680
P56761	ATCG00270
P62095	ATCG00570
P56780	ATCG00710
P62100	ATCG00080
P56781	ATCG00550
P56782	ATCG00070
P60129	ATCG00560
P62109	ATCG00220
P62113	ATCG00700
P23321	AT5G66570
Q9S841	AT3G50820
Q42029	AT1G06680
O49344	AT2G30790
Q9XFT3	AT4G21280
Q41932	AT4G05180
P27202	AT1G79040
Q9XF91	AT1G44575
P61839	ATCG00690
Q39194	AT2G30570
O49347	AT1G67740
P56790	ATCG00300
Q9LNU4	AT1G20200
Q9LQR8	AT1G75990
O24412	AT5G05780
Q9LT08	AT5G23540
Q9C7A8	AT3G12530
Q9LMY9	AT1G13590
O81003	AT2G22860
Q9M2Y0	AT3G49780
Q9SZG4	AT4G37720
Q9FEB4	AT5G65870
Q8LA14	AT3G44735
Q9ZVR7	AT2G02220
Q9FN37	AT5G53890
P55034	AT4G38630
Q93Y35	AT4G24820
Q9M330	AT3G53970
O64668	AT1G08700
Q9SIK7	AT2G29900
Q9LER7	AT3G56910
Q9FKP0	AT5G17870
Q39195	AT3G21055
Q941C7	AT5G58650
Q8LE92	AT3G47295
Q8S8P7	AT2G29995
Q9C7S5	AT1G72300
P37271	AT5G17230
Q8H184	AT1G06470
Q9LDH3	AT1G12500
Q9LNH5	AT1G48230
Q9C8M1	AT1G53660
Q9SKJ7	AT2G25520
Q9SS40	AT3G10290
Q5XF09	AT3G11320
Q94EI9	AT3G14410
Q9LRP2	AT3G17430
Q9SUV2	AT4G32390
Q9FYE5	AT5G04160
Q6DBP3	AT5G05820
Q9LFN3	AT5G11230
Q3E6T0	AT5G25400
Q9MAC5	AT3G01150
Q9FGL9	AT5G53180
Q6ICX4	AT1G43190
Q8W496	AT4G25650
Q8GW64	AT1G18440
Q6NLS8	AT5G19830
Q8H1G6	AT1G06700
O49339	AT2G30740
B9DFG5	AT3G59350
Q9SK96	AT1G22550
Q9SK99	AT1G22570
Q8VYE4	AT1G27040
Q9LFX9	AT1G27080
Q9LQL2	AT1G32450
Q56XQ6	AT1G33440
Q93VV5	AT1G59740
Q93Z20	AT1G62200
Q9SX20	AT1G68570
Q8H157	AT1G69850
Q9M390	AT3G54140
Q9CAR9	AT1G69860
Q8RX77	AT1G69870
Q8VZE2	AT1G72120
Q0WSZ6	AT1G72125
Q8RX67	AT1G72130
Q9C7U1	AT1G72140
Q84WG0	AT2G02020
Q9SZY4	AT2G26690
P0CI03	AT2G37900
O80436	AT2G38100
P46032	AT2G02040
Q8VZR7	AT2G40460
Q9SRI2	AT3G01350
Q8LPL2	AT3G16180
Q9LVE0	AT3G21670
Q9LSF0	AT3G25260
Q9LSE8	AT3G25280
Q3EAQ5	AT3G43790
Q9M1E2	AT3G45650
Q9M1E1	AT3G45660
Q9M175	AT3G45680
Q9FNL7	AT5G46050
Q9M174	AT3G45690
Q9M173	AT3G45700
Q9M171	AT3G45720
Q9M331	AT3G53960
Q9M1I2	AT3G54450
Q8GXN2	AT4G21680
Q9LYD5	AT5G11570
Q9LYR6	AT5G13400
Q9FNL8	AT5G46040
Q9LFR1	AT5G14940
Q3E9B5	AT5G19640
Q3E8X3	AT5G28470
Q9LV10	AT5G62680
Q9FM20	AT5G62730
Q9LFB8	AT5G01180
Q9M817	AT1G52190
Q05085	AT1G12110
Q9M9V7	AT1G18880
Q0WP01	AT1G22540
Q9C9A6	AT1G71020
Q8GUG9	AT1G23030
Q9SNC6	AT3G46510
Q8VZ40	AT3G54850
Q681N2	AT5G42340
Q9LZW3	AT5G01830
Q9C7R6	AT1G29340
Q9XIJ5	AT1G10560
O80742	AT1G60190
Q9C8D1	AT1G66160
Q5PNY6	AT5G37490
Q9SVC6	AT3G52450
Q84TG3	AT2G35930
Q9LT79	AT3G19380
Q9FXA4	AT1G49780
Q9FLF4	AT5G64660
Q9LXE3	AT5G09800
Q9LSA6	AT3G18710
Q5XEZ8	AT5G67340
Q058P4	AT3G49810
Q9FHN9	AT5G65920
Q94A51	AT3G49060
Q8GUH1	AT2G45910
Q8S8S7	AT2G19410
Q9SW11	AT4G25160
Q8GZ84	AT3G61390
Q683D5	AT2G45920
Q9FJP6	AT5G65200
Q9STT1	AT3G47820
Q8GWV5	AT3G54790
Q9FL17	AT5G40140
Q0WUF6	AT5G62560
Q9CAA7	AT1G68940
Q9SFX2	AT1G76390
Q9LM76	AT1G20780
Q9C7G1	AT1G27910
Q3E9F7	AT5G18320
Q3E9F6	AT5G18330
Q3E9F5	AT5G18340
Q9FKG5	AT5G61560
Q9FKG6	AT5G61550
Q9LU47	AT5G51270
Q9LQ92	AT1G01680
P0C6E7	AT1G01660
Q8GXQ7	AT1G01670
Q6DBN5	AT5G05230
Q58FY4	AT2G40640
O48700	AT1G24330
Q9CAG5	AT1G67530
O81902	AT4G21350
Q9SRT0	AT3G07360
Q8GTR4	AT5G04360
Q9LP21	AT1G35750
Q9LDW3	AT4G08840
Q9LVC3	AT5G56510
Q9FMH4	AT5G43090
Q4PSD1	AT5G43110
O81465	AT4G08560
Q9FIE9	AT5G59280
Q9LVG3	AT5G60110
Q9LSS8	AT5G60180
Q9ZW07	AT2G29200
Q9LXC5	AT5G09610
Q9LNI2	AT1G01410
Q9C552	AT1G72320
Q9LRZ3	AT3G16810
Q9LK18	AT3G24270
Q9FGE7	AT5G64490
Q9ZW06	AT2G29190
Q9ZW02	AT2G29140
Q9SS47	AT3G10360
Q9LJX4	AT3G20250
Q9C5E7	AT4G25880
Q9C9R6	AT1G78160
Q9LM20	AT1G22240
Q1PFN9	AT1G35730
O49725	AT4G18210
Q9LPF6	AT1G44750
Q9FLL4	AT5G41160
Q8RY83	AT4G08700
Q9FXH5	AT1G19770
Q9LQZ0	AT1G75470
O04508	AT1G09860
Q1PFJ4	AT1G57943
Q9C508	AT1G57990
Q9FZ96	AT1G28230
Q8RY74	AT4G18205
Q9C654	AT1G57980
Q94GB1	AT2G33750
Q9FZ95	AT1G28220
Q9SY29	AT1G30840
Q9ZUH3	AT2G24220
O49722	AT4G18190
Q2V3H2	AT4G18197
Q0WRB9	AT4G18195
O49726	AT4G18220
P52420	AT1G09830
P52422	AT1G31220
Q05728	AT3G55010
P38025	AT3G21110
Q96529	AT3G57610
Q9SKZ1	AT2G32080
Q7XA65	AT1G56345
Q3ECD0	AT1G76050
Q5XET6	AT1G78910
Q9LT72	AT3G19440
Q5M721	AT3G52260
Q9SVS0	AT4G21770
Q9LU60	AT5G51140
O22928	AT2G30320
Q6ZY51	AT5G26570
Q9FZF1	AT1G47750
Q9STY0	AT3G47430
Q9LQ73	AT1G01820
O80845	AT2G45740
Q84JW1	AT3G61070
O81270	AT4G26740
Q9FLN9	AT5G55240
O22788	AT2G33380
Q9CAB7	AT1G70670
Q9CAB8	AT1G70680
B3H7A9	AT1G23240
F4I4P8	AT1G23250
Q9FRS6	AT1G08590
Q9M0G7	AT4G28650
O22941	AT2G41790
Q8H1R0	AT4G27920
Q9FJ50	AT5G45860
Q9FJ49	AT5G45870
Q9SN51	AT4G18620
Q8VZS8	AT5G46790
O80992	AT2G26040
Q9SSM7	AT1G73000
O80920	AT2G38310
Q9FLB1	AT5G05440
Q8S8E3	AT2G40330
Q1ECF1	AT4G01026
Q9FGM1	AT5G53160
Q84MC7	AT1G01360
O49686	AT4G17870
P49077	AT3G20330
O04904	AT4G22930
P32746	AT5G23300
Q0WLR1	AT4G26480
Q9FKT4	AT5G56140
Q9ZVI3	AT2G38610
Q8GYR4	AT3G08620
Q8GWR3	AT1G09660
Q9SV68	AT4G13010
Q9ZUC1	AT1G23740
Q84WV9	AT4G25720
Q9SFB7	AT3G07970
O49432	AT4G20050
Q8W4J3	AT1G15020
Q9ZU40	AT2G01270
Q8VZB9	AT1G08360
P59230	AT2G27530
P59231	AT5G22440
Q9SFU1	AT3G07110
Q9LRX8	AT3G24830
Q9SVR0	AT4G13170
Q9FKC0	AT5G48760
Q9LRR4	AT3G14470
Q9STE5	AT3G46710
Q9STE7	AT3G46730
Q38834	AT3G50950
P42798	AT1G07770
P42798	AT5G59850
O82205	AT2G19720
O80646	AT2G39590
Q9LX88	AT3G46040
Q9M0E0	AT4G29430
Q8L9S1	AT1G29970
P51418	AT2G34480
Q9LUD4	AT3G14600
Q8LD46	AT2G39460
Q9M3C3	AT3G55280
Q9LPV3	AT1G12960
Q9LR33	AT1G23290
P49637	AT1G70600
P59271	AT1G23410
P59232	AT2G47110
P59233	AT3G62250
Q9LMK0	AT1G07070
Q9FZH0	AT1G41880
Q9C912	AT1G74270
P51422	AT3G55750
Q9SRK6	AT3G10950
Q8RXU5	AT3G60245
Q8VXZ9	AT5G19350
Q9SX80	AT1G47500
Q9SW63	AT4G36900
Q6J9S1	AT5G19790
Q9SSA8	AT1G53910
Q9LM15	AT1G22190
Q9SK02	AT2G28560
Q8GXF0	AT2G45280
Q9LQQ2	AT1G07745
P28185	AT1G06400
Q39222	AT1G16920
Q9FK68	AT5G45750
Q9SN35	AT4G18800
O49513	AT4G18430
Q9FJH0	AT5G60860
Q9LK99	AT3G15060
Q1PEX3	AT2G33870
Q9S810	AT1G28550
O04486	AT1G09630
Q9LNW1	AT1G07410
Q96283	AT3G46830
Q9FIF9	AT5G59150
Q9FJN8	AT5G65270
Q9SMQ6	AT4G39990
Q9FE79	AT5G47960
Q9LH50	AT3G12160
Q9FGK5	AT5G47520
Q9SRS5	AT3G07410
P28187	AT2G43130
Q9SIP0	AT2G31680
Q9C9U7	AT1G73640
Q0WQN4	AT1G18200
O23561	AT4G17160
Q38922	AT4G35860
P92963	AT4G17170
Q9LNK1	AT1G01200
O23657	AT1G43890
Q9ZRE2	AT3G11730
Q9CB01	AT3G54840
Q948K6	AT5G39620
Q9SJ11	AT2G21880
O82481	AT5G62880
P92978	AT3G51300
Q38902	AT2G17800
O49841	AT5G03530
Q9SF92	AT3G09910
Q38903	AT5G45970
Q38912	AT4G35020
Q38919	AT1G20090
Q38937	AT1G75840
Q9SBJ6	AT4G35950
O82480	AT4G28950
Q9SU67	AT3G48040
Q9XGU0	AT2G44690
Q9MBA3	AT5G66130
P28188	AT1G02130
Q9FPJ4	AT5G47200
Q9SEH3	AT4G17530
Q9SL02	AT2G31970
P94102	AT5G20850
O24466	AT3G53610
P28186	AT3G46060
Q9LZD4	AT5G03520
Q9SF91	AT3G09900
Q38942	AT1G80670
P31582	AT5G45130
Q9SN68	AT4G19640
Q948K8	AT4G09720
O04157	AT1G22740
Q9LW76	AT3G16100
Q9C820	AT1G52280
Q9XI98	AT1G49300
Q9LS94	AT3G18820
Q9LE82	AT3G63130
Q9M651	AT5G19320
Q9LV79	AT5G64990
O80501	AT2G44610
Q9SMR4	AT4G39890
Q9SID8	AT2G22290
Q9LFT9	AT5G10260
P41916	AT5G20010
P41917	AT5G20020
Q8H156	AT5G55190
Q9FLQ3	AT5G55080
Q39204	AT1G32640
Q8LC30	AT1G46768
Q9LUM4	AT3G14230
P42736	AT3G16770
Q8H1E4	AT1G78080
Q7G1L2	AT1G43160
Q9SK03	AT2G28550
Q8W3M3	AT4G06746
Q9SE33	AT5G51700
Q9ZWM9	AT1G13260
P82280	AT1G68840
Q9C6M5	AT1G25560
Q9C6P5	AT1G50680
Q9C688	AT1G51120
Q9LS06	AT3G25730
Q9FG68	AT5G23000
Q9SJL7	AT2G36890
Q9M2Y9	AT3G49690
Q9FPJ8	AT5G54900
Q9SAB3	AT1G11650
F4I3B3	AT1G49600
Q0WW84	AT3G19130
Q9SX79	AT1G47490
Q9XI84	AT1G14030
Q9LHS9	AT5G06070
O65693	AT4G34730
Q8H1D6	AT5G10520
Q8RXC8	AT3G05140
O03042	ATCG00490
O81209	AT5G07390
Q9SBI0	AT1G09090
O81210	AT5G51060
Q9FIJ0	AT5G47910
O48538	AT1G64060
Q9FJD6	AT5G60010
Q9SUT8	AT4G11230
Q9LZU9	AT3G45810
Q9LMK7	AT1G07140
Q8RWG8	AT2G30060
P92985	AT5G58590
Q9LKZ3	AT3G12280
P10795	AT1G67090
P10796	AT5G38430
P10797	AT5G38420
P10798	AT5G38410
Q940X7	AT5G20570
Q9M2B0	AT3G42830
Q9FE70	AT1G57550
O82232	AT2G24040
Q9M095	AT4G30650
Q9SUI0	AT4G30660
P10896	AT2G39730
Q8LDU4	AT4G37000
Q9SDY5	AT4G36800
C0LGV1	AT5G48940
Q9LHP4	AT3G24240
Q9ZNQ7	AT3G05880
Q9ZNS6	AT3G05890
Q9C578	AT5G22100
P43296	AT4G39090
P43297	AT1G47128
Q08298	AT5G25610
Q84L33	AT1G79650
Q84L32	AT1G16190
Q84L31	AT3G02540
Q84L30	AT5G38470
Q9SSN0	AT1G72960
Q9FKE9	AT5G45160
Q9LUJ3	AT3G22680
Q9LQV2	AT1G14790
O82504	AT4G11130
O82190	AT2G19910
O82189	AT2G19920
O82188	AT2G19930
Q9SG02	AT3G49500
Q9ZUP2	AT2G19490
Q39199	AT1G79050
Q8RY99	AT3G10140
Q9STM3	AT3G48430
O04005	AT1G48130
P0CAP3	AT2G24681
P0CAP4	AT2G24680
Q8GYM4	AT2G24645
O23076	AT4G00260
Q8RYD1	AT4G33280
Q84WP3	AT1G26680
Q9XIB5	AT1G49480
Q84J39	AT4G31610
Q8LAV5	AT3G53310
Q9M8K2	AT3G06160
Q9STF1	AT3G46770
Q9LXE1	AT5G09780
Q3E9T2	AT4G31615
Q8VZQ9	AT4G31620
Q9SB79	AT4G31630
Q9SB80	AT4G31640
O81782	AT4G31650
Q8H2D0	AT4G31660
Q8H2D1	AT4G31680
O81778	AT4G31690
F4IQL7	AT2G24696
F4KFT6	AT5G32460
O80837	AT2G45820
Q9FJR0	AT5G47010
O48670	AT4G39220
O48671	AT2G21600
Q9ZWI7	AT2G23310
Q9ZPV7	AT2G18240
Q9SVG4	AT4G20830
A3EWL3	AT5G44750
Q9SE43	AT5G60690
Q0WPJ7	AT4G03000
Q9ZVT8	AT1G03365
Q8L3R3	AT1G12210
Q84VX0	AT1G55740
Q94A08	AT3G57520
Q9SYJ4	AT4G01970
Q9FND9	AT5G40390
Q8RX87	AT5G20250
Q3E875	AT5G61530
Q9SLH3	AT2G01570
Q3E880	AT5G60810
Q6DSU1	AT1G13620
Q6ID76	AT2G04025
Q9LI64	AT3G30350
B3H5J1	AT5G51451
Q93VK8	AT4G16515
Q6NNL3	AT3G02240
Q9SI57	AT2G03830
Q9FGF6	AT5G64770
Q9C8Y3	AT1G66350
Q8GXW1	AT3G03450
Q9LF53	AT5G17490
Q9SS90	AT3G01650
Q9LY87	AT5G14420
Q8GY84	AT5G60990
Q8LA13	AT3G58510
Q9M2E0	AT3G61240
Q8H136	AT3G01540
Q56XG6	AT5G11170
Q56XG6	AT5G11200
Q9SW44	AT4G34910
Q7XJN0	AT2G40700
Q9FLB0	AT5G05450
Q7FGZ2	AT4G15850
Q9C718	AT1G55150
P93008	AT2G33730
Q944S1	AT1G59990
O22907	AT2G47330
Q94C75	AT5G08620
Q9FNM7	AT5G08610
Q9SB89	AT5G65900
Q9ZRZ8	AT4G16630
O49289	AT1G77030
Q94A52	AT3G19760
Q8W4R3	AT5G63120
Q9FFT9	AT5G54910
O80792	AT2G07750
Q9C8J1	AT1G51380
Q9LU46	AT5G51280
Q9SA27	AT1G16280
Q84W89	AT2G42520
Q93ZG7	AT3G53110
Q56X76	AT4G09730
Q8L7S8	AT5G26742
Q9SQV1	AT3G06480
Q3EBD3	AT3G02065
Q8H0U8	AT1G20920
Q9SZB4	AT4G33370
Q9FZ92	AT1G28180
Q9SF41	AT3G09620
Q9LYJ9	AT5G14610
Q8W4E1	AT1G12770
Q9C8S9	AT1G63250
Q8GXD6	AT1G71370
Q8GUG7	AT3G06980
Q9LIH9	AT3G18600
Q9M2F9	AT3G58570
Q9LUW5	AT3G22330
Q9FVV4	AT1G71280
Q9LFN6	AT5G11170
Q9LFN6	AT5G11200
Q84TG1	AT3G09720
Q3E9C3	AT5G19210
Q9C551	AT1G31970
Q94BV4	AT2G45810
Q39189	AT5G62190
Q8RXK6	AT4G00660
Q9LUW6	AT3G22310
Q9SUS4	AT4G11370
Q9SUS5	AT4G11360
Q9ZT50	AT1G15100
Q9ZU51	AT2G01150
Q84TF5	AT4G24015
P93042	AT3G13870
Q4TU14	AT4G14220
Q9ZT42	AT5G22000
O81242	AT1G48380
Q9SYM5	AT1G78570
Q9LPG6	AT1G53500
Q9LH76	AT3G14790
P47924	AT5G64300
Q8GUU2	AT2G01735
Q9LIA4	AT3G29390
Q8VYC8	AT4G25230
Q8W4Q5	AT5G51450
Q8GYN5	AT3G25070
Q9LN71	AT1G12760
Q8LDB8	AT1G63170
Q8LE94	AT3G02290
Q93Z92	AT4G11680
Q9SJ20	AT2G21790
P50651	AT3G23580
Q9LSD0	AT3G27060
O80575	AT2G44050
Q9FY50	AT5G13510
Q9MAP3	AT1G32990
P36210	AT3G27830
P36211	AT3G27840
P36212	AT3G27850
Q9SYL9	AT1G78630
P56792	ATCG00780
P25873	AT3G25920
P56793	ATCG00790
Q9M385	AT3G54210
Q9SX68	AT1G48350
Q8W463	AT4G17560
Q8RXX5	AT5G47190
Q9LY66	AT3G63490
P56794	ATCG00660
P51412	AT1G35680
P56795	ATCG00810
P61845	ATCG00840
P61845	ATCG01300
P92959	AT5G54600
Q9FLN4	AT5G40950
O22795	AT2G33450
Q9FJP3	AT5G65220
P56791	ATCG00830
P56791	ATCG01310
Q9FWS4	AT1G75350
P61847	ATCG01020
P56796	ATCG00640
Q9LP37	AT1G29070
P62117	ATCG00760
Q9SKX4	AT2G43030
Q9LRN8	AT3G17465
O50061	AT1G07320
O04603	AT4G01310
O23049	AT1G05190
P25864	AT3G44890
Q9M9U9	AT1G18790
Q9CA66	AT1G74480
Q9FGD1	AT5G66990
Q9LVU8	AT5G53040
O81791	AT4G35590
Q9FXF2	AT1G29750
P93050	AT2G48010
Q9SIZ8	AT2G22010
Q93VT9	AT1G14320
Q08770	AT1G26910
Q93W22	AT1G66580
P42795	AT2G42740
P42794	AT3G58700
P42794	AT4G18730
P42794	AT5G45775
P50883	AT2G37190
Q9LFH5	AT3G53430
Q9FF52	AT5G60670
P41127	AT3G49010
Q9SMT4	AT3G48960
Q9FF90	AT5G23900
Q9SIM4	AT2G20450
Q9T043	AT4G27090
O23515	AT4G16720
Q8VYF1	AT4G17390
Q93VI3	AT1G27400
P51413	AT1G67430
O22254	AT2G47570
P42791	AT3G05590
Q940B0	AT5G27850
Q9SRX2	AT1G02780
Q9LUQ6	AT3G16780
P49693	AT4G02230
Q43291	AT1G09590
Q43291	AT1G09690
Q9FDZ9	AT1G57660
Q9FDZ9	AT1G57860
Q9SRX7	AT1G02830
Q9M9W1	AT3G05560
Q9FE58	AT5G27770
P49690	AT1G04480
P49690	AT2G33370
P49690	AT3G04400
Q42347	AT2G36620
P38666	AT3G53020
P51414	AT3G49910
Q9FJX2	AT5G67510
Q9SKX8	AT2G32220
Q8LCL3	AT3G22230
P51419	AT4G15000
O82204	AT2G19730
Q9M0E2	AT4G29410
Q9M7X7	AT3G06700
Q84WM0	AT3G06680
Q9C8F7	AT1G36240
Q8VZ19	AT1G77940
Q9LSA3	AT3G18740
Q9SLL7	AT2G19740
Q9STR1	AT4G26230
P51420	AT5G56710
P17094	AT1G43170
P49211	AT4G18100
Q9FHG2	AT5G46430
P22738	AT1G61580
Q42351	AT1G26880
Q9FE65	AT1G69620
Q9LJW6	AT3G28900
Q9SF53	AT3G09500
O80626	AT2G39390
Q9M3D2	AT3G55170
Q9LZ41	AT5G02610
O80929	AT2G37600
Q9M352	AT3G53740
Q9LZ57	AT5G02450
O23290	AT3G23390
O23290	AT4G14320
Q8LFH7	AT1G15250
Q43292	AT1G52300
Q8LEM8	AT3G16080
O22860	AT2G43460
O22860	AT3G59540
P51424	AT4G31985
Q8L8W6	AT3G02190
B9DHA6	AT2G36170
B9DHA6	AT3G52590
Q42202	AT2G36170
Q42202	AT3G52590
P62120	AT1G56045
P62120	AT2G40205
P62120	AT3G08520
P62120	AT3G11120
P62120	AT3G56020
Q9SF40	AT3G09630
P49691	AT5G02870
Q8LBI1	AT3G25520
P49227	AT5G39740
Q9FZ76	AT1G18540
Q9C9C6	AT1G74060
Q9C9C5	AT1G74050
Q9SAI5	AT1G80750
P60040	AT2G01250
P60039	AT2G44120
Q9LHP1	AT3G13580
P49692	AT2G47610
Q9LZH9	AT3G62870
P46286	AT2G18020
Q4PSL7	AT3G51190
Q42064	AT4G36130
P49209	AT1G33120
P49209	AT1G33140
Q9SZX9	AT4G10450
O04204	AT2G40010
Q42112	AT3G09200
P57691	AT3G11250
Q8LCW9	AT1G01100
O23095	AT4G00810
Q8LEQ0	AT5G47700
P51407	AT2G27720
Q9SLF7	AT2G27710
Q9LH85	AT3G28500
Q9LXM8	AT3G44590
Q9LUK2	AT5G40040
Q9SVZ6	AT4G25890
Q9LVC9	AT5G57290
Q9LQQ8	AT1G07870
P47735	AT4G28490
Q9LIG2	AT3G21340
Q9FN94	AT5G59670
Q9LVI6	AT3G17840
C0LGU0	AT5G35390
Q9C9H7	AT1G71400
O22165	AT2G44860
Q9SHI3	AT1G17240
P93311	ATMG00560
Q8L9A0	AT4G30930
O64425	AT4G03510
P93030	AT4G28270
Q8GUK7	AT4G27470
Q9FKW0	AT5G44280
Q0WX00	AT1G03770
Q8LPN7	AT3G19950
Q9SEZ6	AT2G25100
P42813	AT2G02990
P42814	AT2G39780
P42815	AT1G26820
Q8L633	AT2G04530
Q8LGU7	AT1G74700
Q9ZUU4	AT2G37220
Q43349	AT3G53460
Q04836	AT4G24770
Q93ZY2	AT4G38430
Q9LQ89	AT1G01700
Q9LV40	AT3G24620
Q9SJQ6	AT2G36490
Q9SGW3	AT1G64520
Q9FHY0	AT5G42040
Q93W34	AT4G27000
Q9FJB5	AT5G35450
Q9FJK8	AT5G48620
Q9SYA6	AT1G61700
F4K1B1	AT5G26760
Q38859	AT3G52090
P18616	AT4G35800
P38420	AT4G21710
Q39211	AT2G15430
Q39212	AT2G15400
P38421	AT5G59180
Q9LK40	AT3G23780
Q9LUG5	AT3G23620
Q9ZU38	AT2G01290
Q9ZRF9	AT1G69270
Q9S7I6	AT3G02130
Q94C77	AT4G34220
Q39214	AT3G07040
Q9SIV2	AT2G20580
Q6XJG8	AT4G28470
P56762	ATCG00740
P50546	ATCG00190
P56763	ATCG00180
P56764	ATCG00170
P92969	AT1G68990
Q9LFV6	AT5G15700
O24600	AT2G24120
Q9M667	AT3G46530
Q8W4J9	AT5G43470
Q42484	AT4G26090
O64973	AT1G12220
Q682S0	AT2G30520
Q9FT74	AT3G05740
Q9FT73	AT1G31360
Q9FT72	AT4G35740
Q8L840	AT1G10930
Q9FT70	AT1G60930
Q0WVW7	AT1G27880
Q9FT69	AT5G27680
Q9LK61	AT3G13120
P56802	ATCG00750
P62126	ATCG00065
P62126	ATCG00905
P62126	ATCG01230
P42732	AT5G14320
P56805	ATCG01120
P56806	ATCG00050
P16180	AT1G79850
P56807	ATCG00650
Q9ASV6	AT3G15190
P56797	ATCG00160
O80439	AT2G38140
P56798	ATCG00800
P56799	ATCG00380
P93014	AT2G33800
Q8VY91	AT1G64510
P61841	ATCG00900
P61841	ATCG01240
P56801	ATCG00770
Q9XJ27	AT1G74970
Q9M8R9	AT3G02770
Q9FFE0	AT5G16450
Q9FH13	AT5G56260
Q9M1X0	AT3G63190
Q9SX22	AT1G68590
Q9LFV0	AT5G15760
Q84JC0	AT5G40530
Q9SH88	AT2G37990
Q9SW09	AT4G25740
Q9FFS8	AT5G41520
Q9LTF2	AT5G52650
P16181	AT3G48930
O65569	AT4G30800
P42733	AT5G23740
Q9S9P1	AT1G15930
Q9SKZ3	AT2G32060
P59223	AT3G60770
P59224	AT4G00100
Q9SIH0	AT2G36160
Q9CAX6	AT3G11510
P42036	AT3G52580
Q08112	AT1G04270
Q9FY66	AT5G09490
Q9FY65	AT5G09500
Q9FY64	AT5G09510
Q9FIX6	AT5G43640
Q9FML6	AT5G63070
Q9SK22	AT2G09990
Q9M8X9	AT3G04230
Q42340	AT5G18380
P49205	AT2G04390
Q9SJ36	AT2G05220
Q9SQZ1	AT3G10610
Q9LZ17	AT5G04800
P34788	AT1G22780
P34788	AT1G34030
P34788	AT4G09800
Q9SGA6	AT3G02080
Q9LF30	AT5G15520
Q9FNP8	AT5G61170
P49200	AT3G45030
P49200	AT5G62300
Q9STY6	AT3G47370
Q9M337	AT3G53890
Q8L8Y0	AT1G58380
Q93VB8	AT1G58684
Q93VB8	AT1G58983
Q93VB8	AT1G59359
Q9SF35	AT3G09680
P49201	AT5G02960
P49688	AT2G41840
Q9SS17	AT3G04920
Q8LC83	AT5G28060
Q9SCM3	AT3G57490
Q9SIK2	AT2G21580
Q8GYL5	AT4G34555
Q9T029	AT4G39200
P49206	AT2G40590
Q8LPJ7	AT2G40510
Q9LYK9	AT3G56340
O64650	AT2G45710
Q9M2F1	AT3G61110
Q8L953	AT5G47930
Q9SR73	AT3G10090
Q9SR73	AT5G03850
P34789	AT5G64140
Q680P8	AT3G43980
Q680P8	AT3G44010
Q680P8	AT4G33865
P49689	AT2G19750
P49689	AT4G29390
P49689	AT5G56670
Q9SIP7	AT2G31610
Q9M339	AT3G53870
Q9FJA6	AT5G35530
Q9CAV0	AT3G04840
Q42262	AT4G34670
Q93VH9	AT2G17360
P49204	AT5G07090
Q8VYK6	AT5G58420
Q9ZUT9	AT2G37270
P51427	AT3G11940
O48549	AT4G31700
P51430	AT5G10360
Q9C514	AT1G48830
Q9M885	AT3G02560
Q8LD03	AT5G16130
Q93VG5	AT5G20290
Q9FIF3	AT5G59240
Q9LXG1	AT5G15200
Q9FLF0	AT5G39850
P92964	AT3G61860
P92965	AT4G25500
P92966	AT5G52040
Q08682	AT1G72370
Q8H173	AT3G04770
Q9GCB9	AT3G03600
P92557	AT2G07696
P92557	ATMG01270
P42797	AT3G22300
Q9CA19	AT1G77750
P39697	AT5G47320
Q9SJU8	AT2G21290
F4ITL6	AT2G26070
Q9SD42	AT3G51040
Q9M8N2	AT1G80650
Q9LTQ0	AT3G20420
Q9FKF0	AT5G45150
Q9SUR3	AT4G23630
Q9SUT9	AT4G11220
Q9SH59	AT1G64090
Q9FFS0	AT5G41600
O82352	AT2G46170
Q6DBN4	AT3G61560
Q9SS37	AT3G10260
Q9LJQ5	AT3G18260
Q6NPD8	AT2G15280
Q9LT71	AT3G19460
Q9M392	AT3G54120
O64837	AT2G23640
Q8GYH6	AT3G10915
Q6DR04	AT2G20590
Q8LDS3	AT4G28430
Q56X72	AT5G58000
Q8GWH5	AT1G78895
P0C941	AT1G16825
Q93YQ1	AT3G08850
Q9LZW9	AT5G01770
Q42404	AT3G50670
Q39244	AT2G47580
Q56XE4	AT4G03120
P43333	AT1G09760
O22922	AT2G30260
Q8H1S6	AT1G06960
Q9SHE7	AT1G31340
Q8RUC6	AT2G35635
O65381	AT1G11980
Q9LSS7	AT5G60190
Q9SUM2	AT4G30220
O82221	AT2G23930
Q9C646	AT1G58410
P46283	AT3G55800
P42551	AT3G53370
Q42337	AT2G37120
Q93VI0	AT3G09735
O80905	AT2G38460
